provnum,facilityid,provname,acquisitiondate,region,market,cluster,acquired_year,acquired_month,acquired_day,state,county_name,city,date,year,month,occupancy,age
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2018-07-01,2018,7,0.66612905,2
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2018-08-01,2018,8,0.66794354,3
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2018-09-01,2018,9,0.67854166,4
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2018-10-01,2018,10,0.71814513,5
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2018-11-01,2018,11,0.675625,6
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2018-12-01,2018,12,0.7268145,7
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2019-01-01,2019,1,0.7538307,8
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2019-02-01,2019,2,0.7234375,9
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2019-03-01,2019,3,0.73729837,10
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2019-04-01,2019,4,0.7597917,11
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2019-05-01,2019,5,0.7167339,12
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2019-06-01,2019,6,0.74375,13
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2019-07-01,2019,7,0.73991936,14
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2019-08-01,2019,8,0.7245968,15
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2019-09-01,2019,9,0.7525,16
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2019-10-01,2019,10,0.81935483,17
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2019-11-01,2019,11,0.816875,18
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2019-12-01,2019,12,0.7903226,19
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2020-04-01,2020,4,0.706875,23
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2020-05-01,2020,5,0.683871,24
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2020-06-01,2020,6,0.68354166,25
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2020-07-01,2020,7,0.68245965,26
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2020-08-01,2020,8,0.6385081,27
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2020-09-01,2020,9,0.61125,28
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2020-10-01,2020,10,0.6139113,29
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2020-11-01,2020,11,0.61583334,30
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2020-12-01,2020,12,0.58649194,31
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2021-01-01,2021,1,0.57459676,32
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2021-02-01,2021,2,0.625,33
675611,290.0,The Villages of Dallas Total,2018-05-01,Texas,Keystone North Texas,The Legends,2018.0,5.0,1.0,TX,Dallas,DALLAS,2021-03-01,2021,3,0.62157255,34
