provnum,facilityid,provname,acquisitiondate,region,market,cluster,acquired_year,acquired_month,acquired_day,state,county_name,city,date,year,month,occupancy,age
465115,320.0,The Terrace at Mt. Ogden,2019-08-01,Summit,Milestone North,Positive Deviants,2019.0,8.0,1.0,UT,Weber,OGDEN,2019-08-01,2019,8,0.46586022,0
465115,320.0,The Terrace at Mt. Ogden,2019-08-01,Summit,Milestone North,Positive Deviants,2019.0,8.0,1.0,UT,Weber,OGDEN,2019-09-01,2019,9,0.4936111,1
465115,320.0,The Terrace at Mt. Ogden,2019-08-01,Summit,Milestone North,Positive Deviants,2019.0,8.0,1.0,UT,Weber,OGDEN,2019-10-01,2019,10,0.45994624,2
465115,320.0,The Terrace at Mt. Ogden,2019-08-01,Summit,Milestone North,Positive Deviants,2019.0,8.0,1.0,UT,Weber,OGDEN,2019-11-01,2019,11,0.46416667,3
465115,320.0,The Terrace at Mt. Ogden,2019-08-01,Summit,Milestone North,Positive Deviants,2019.0,8.0,1.0,UT,Weber,OGDEN,2019-12-01,2019,12,0.4575269,4
465115,320.0,The Terrace at Mt. Ogden,2019-08-01,Summit,Milestone North,Positive Deviants,2019.0,8.0,1.0,UT,Weber,OGDEN,2020-04-01,2020,4,0.4911111,8
465115,320.0,The Terrace at Mt. Ogden,2019-08-01,Summit,Milestone North,Positive Deviants,2019.0,8.0,1.0,UT,Weber,OGDEN,2020-05-01,2020,5,0.5155914,9
465115,320.0,The Terrace at Mt. Ogden,2019-08-01,Summit,Milestone North,Positive Deviants,2019.0,8.0,1.0,UT,Weber,OGDEN,2020-06-01,2020,6,0.5252778,10
465115,320.0,The Terrace at Mt. Ogden,2019-08-01,Summit,Milestone North,Positive Deviants,2019.0,8.0,1.0,UT,Weber,OGDEN,2020-07-01,2020,7,0.5432796,11
465115,320.0,The Terrace at Mt. Ogden,2019-08-01,Summit,Milestone North,Positive Deviants,2019.0,8.0,1.0,UT,Weber,OGDEN,2020-08-01,2020,8,0.55376345,12
465115,320.0,The Terrace at Mt. Ogden,2019-08-01,Summit,Milestone North,Positive Deviants,2019.0,8.0,1.0,UT,Weber,OGDEN,2020-09-01,2020,9,0.5425,13
465115,320.0,The Terrace at Mt. Ogden,2019-08-01,Summit,Milestone North,Positive Deviants,2019.0,8.0,1.0,UT,Weber,OGDEN,2020-10-01,2020,10,0.65618277,14
465115,320.0,The Terrace at Mt. Ogden,2019-08-01,Summit,Milestone North,Positive Deviants,2019.0,8.0,1.0,UT,Weber,OGDEN,2020-11-01,2020,11,0.5297222,15
465115,320.0,The Terrace at Mt. Ogden,2019-08-01,Summit,Milestone North,Positive Deviants,2019.0,8.0,1.0,UT,Weber,OGDEN,2020-12-01,2020,12,0.4766129,16
465115,320.0,The Terrace at Mt. Ogden,2019-08-01,Summit,Milestone North,Positive Deviants,2019.0,8.0,1.0,UT,Weber,OGDEN,2021-01-01,2021,1,0.5502688,17
465115,320.0,The Terrace at Mt. Ogden,2019-08-01,Summit,Milestone North,Positive Deviants,2019.0,8.0,1.0,UT,Weber,OGDEN,2021-02-01,2021,2,0.5535714,18
465115,320.0,The Terrace at Mt. Ogden,2019-08-01,Summit,Milestone North,Positive Deviants,2019.0,8.0,1.0,UT,Weber,OGDEN,2021-03-01,2021,3,0.5752688,19
