provnum,facilityid,provname,acquisitiondate,region,market,cluster,acquired_year,acquired_month,acquired_day,state,county_name,city,date,year,month,occupancy,age
065108,279.0,The Villas at Sunny Acres Total,2017-07-01,MidWest,Endura Market,Mile High Crush,2017.0,7.0,1.0,CO,Adams,THORNTON,2017-07-01,2017,7,0.7439516,0
065108,279.0,The Villas at Sunny Acres Total,2017-07-01,MidWest,Endura Market,Mile High Crush,2017.0,7.0,1.0,CO,Adams,THORNTON,2017-08-01,2017,8,0.74657255,1
065108,279.0,The Villas at Sunny Acres Total,2017-07-01,MidWest,Endura Market,Mile High Crush,2017.0,7.0,1.0,CO,Adams,THORNTON,2017-09-01,2017,9,0.7370833,2
065108,279.0,The Villas at Sunny Acres Total,2017-07-01,MidWest,Endura Market,Mile High Crush,2017.0,7.0,1.0,CO,Adams,THORNTON,2017-10-01,2017,10,0.7842742,3
065108,279.0,The Villas at Sunny Acres Total,2017-07-01,MidWest,Endura Market,Mile High Crush,2017.0,7.0,1.0,CO,Adams,THORNTON,2017-11-01,2017,11,0.79520833,4
065108,279.0,The Villas at Sunny Acres Total,2017-07-01,MidWest,Endura Market,Mile High Crush,2017.0,7.0,1.0,CO,Adams,THORNTON,2017-12-01,2017,12,0.79616934,5
065108,279.0,The Villas at Sunny Acres Total,2017-07-01,MidWest,Endura Market,Mile High Crush,2017.0,7.0,1.0,CO,Adams,THORNTON,2018-01-01,2018,1,0.7842742,6
065108,279.0,The Villas at Sunny Acres Total,2017-07-01,MidWest,Endura Market,Mile High Crush,2017.0,7.0,1.0,CO,Adams,THORNTON,2018-02-01,2018,2,0.79151785,7
065108,279.0,The Villas at Sunny Acres Total,2017-07-01,MidWest,Endura Market,Mile High Crush,2017.0,7.0,1.0,CO,Adams,THORNTON,2018-03-01,2018,3,0.8078629,8
065108,279.0,The Villas at Sunny Acres Total,2017-07-01,MidWest,Endura Market,Mile High Crush,2017.0,7.0,1.0,CO,Adams,THORNTON,2018-04-01,2018,4,0.80854166,9
065108,279.0,The Villas at Sunny Acres Total,2017-07-01,MidWest,Endura Market,Mile High Crush,2017.0,7.0,1.0,CO,Adams,THORNTON,2018-05-01,2018,5,0.827621,10
065108,279.0,The Villas at Sunny Acres Total,2017-07-01,MidWest,Endura Market,Mile High Crush,2017.0,7.0,1.0,CO,Adams,THORNTON,2018-06-01,2018,6,0.8408333,11
065108,279.0,The Villas at Sunny Acres Total,2017-07-01,MidWest,Endura Market,Mile High Crush,2017.0,7.0,1.0,CO,Adams,THORNTON,2018-07-01,2018,7,0.84395164,12
065108,279.0,The Villas at Sunny Acres Total,2017-07-01,MidWest,Endura Market,Mile High Crush,2017.0,7.0,1.0,CO,Adams,THORNTON,2018-08-01,2018,8,0.80846775,13
065108,279.0,The Villas at Sunny Acres Total,2017-07-01,MidWest,Endura Market,Mile High Crush,2017.0,7.0,1.0,CO,Adams,THORNTON,2018-09-01,2018,9,0.8066667,14
065108,279.0,The Villas at Sunny Acres Total,2017-07-01,MidWest,Endura Market,Mile High Crush,2017.0,7.0,1.0,CO,Adams,THORNTON,2018-10-01,2018,10,0.8235887,15
065108,279.0,The Villas at Sunny Acres Total,2017-07-01,MidWest,Endura Market,Mile High Crush,2017.0,7.0,1.0,CO,Adams,THORNTON,2018-11-01,2018,11,0.8172917,16
065108,279.0,The Villas at Sunny Acres Total,2017-07-01,MidWest,Endura Market,Mile High Crush,2017.0,7.0,1.0,CO,Adams,THORNTON,2018-12-01,2018,12,0.83689517,17
065108,279.0,The Villas at Sunny Acres Total,2017-07-01,MidWest,Endura Market,Mile High Crush,2017.0,7.0,1.0,CO,Adams,THORNTON,2019-01-01,2019,1,0.84717745,18
065108,279.0,The Villas at Sunny Acres Total,2017-07-01,MidWest,Endura Market,Mile High Crush,2017.0,7.0,1.0,CO,Adams,THORNTON,2019-02-01,2019,2,0.8252232,19
065108,279.0,The Villas at Sunny Acres Total,2017-07-01,MidWest,Endura Market,Mile High Crush,2017.0,7.0,1.0,CO,Adams,THORNTON,2019-03-01,2019,3,0.84778225,20
065108,279.0,The Villas at Sunny Acres Total,2017-07-01,MidWest,Endura Market,Mile High Crush,2017.0,7.0,1.0,CO,Adams,THORNTON,2019-04-01,2019,4,0.841875,21
065108,279.0,The Villas at Sunny Acres Total,2017-07-01,MidWest,Endura Market,Mile High Crush,2017.0,7.0,1.0,CO,Adams,THORNTON,2019-05-01,2019,5,0.8544355,22
065108,279.0,The Villas at Sunny Acres Total,2017-07-01,MidWest,Endura Market,Mile High Crush,2017.0,7.0,1.0,CO,Adams,THORNTON,2019-06-01,2019,6,0.846875,23
065108,279.0,The Villas at Sunny Acres Total,2017-07-01,MidWest,Endura Market,Mile High Crush,2017.0,7.0,1.0,CO,Adams,THORNTON,2019-07-01,2019,7,0.84354836,24
065108,279.0,The Villas at Sunny Acres Total,2017-07-01,MidWest,Endura Market,Mile High Crush,2017.0,7.0,1.0,CO,Adams,THORNTON,2019-08-01,2019,8,0.808871,25
065108,279.0,The Villas at Sunny Acres Total,2017-07-01,MidWest,Endura Market,Mile High Crush,2017.0,7.0,1.0,CO,Adams,THORNTON,2019-09-01,2019,9,0.8252083,26
065108,279.0,The Villas at Sunny Acres Total,2017-07-01,MidWest,Endura Market,Mile High Crush,2017.0,7.0,1.0,CO,Adams,THORNTON,2019-10-01,2019,10,0.808871,27
