provnum,facilityid,provname,acquisitiondate,region,market,cluster,acquired_year,acquired_month,acquired_day,state,county_name,city,date,year,month,occupancy,age
035110,288.0,Sunwest Choice,2018-06-01,Arizona,Bandera Phoenix West,Trident,2018.0,6.0,1.0,AZ,Maricopa,SUN CITY WEST,2018-07-01,2018,7,0.8548387,1
035110,288.0,Sunwest Choice,2018-06-01,Arizona,Bandera Phoenix West,Trident,2018.0,6.0,1.0,AZ,Maricopa,SUN CITY WEST,2018-08-01,2018,8,0.81520736,2
035110,288.0,Sunwest Choice,2018-06-01,Arizona,Bandera Phoenix West,Trident,2018.0,6.0,1.0,AZ,Maricopa,SUN CITY WEST,2018-09-01,2018,9,0.84261906,3
035110,288.0,Sunwest Choice,2018-06-01,Arizona,Bandera Phoenix West,Trident,2018.0,6.0,1.0,AZ,Maricopa,SUN CITY WEST,2018-10-01,2018,10,0.7829493,4
035110,288.0,Sunwest Choice,2018-06-01,Arizona,Bandera Phoenix West,Trident,2018.0,6.0,1.0,AZ,Maricopa,SUN CITY WEST,2018-11-01,2018,11,0.77880955,5
035110,288.0,Sunwest Choice,2018-06-01,Arizona,Bandera Phoenix West,Trident,2018.0,6.0,1.0,AZ,Maricopa,SUN CITY WEST,2018-12-01,2018,12,0.8230415,6
035110,288.0,Sunwest Choice,2018-06-01,Arizona,Bandera Phoenix West,Trident,2018.0,6.0,1.0,AZ,Maricopa,SUN CITY WEST,2019-01-01,2019,1,0.79308754,7
035110,288.0,Sunwest Choice,2018-06-01,Arizona,Bandera Phoenix West,Trident,2018.0,6.0,1.0,AZ,Maricopa,SUN CITY WEST,2019-02-01,2019,2,0.80892855,8
035110,288.0,Sunwest Choice,2018-06-01,Arizona,Bandera Phoenix West,Trident,2018.0,6.0,1.0,AZ,Maricopa,SUN CITY WEST,2019-03-01,2019,3,0.79907835,9
035110,288.0,Sunwest Choice,2018-06-01,Arizona,Bandera Phoenix West,Trident,2018.0,6.0,1.0,AZ,Maricopa,SUN CITY WEST,2019-04-01,2019,4,0.85380954,10
035110,288.0,Sunwest Choice,2018-06-01,Arizona,Bandera Phoenix West,Trident,2018.0,6.0,1.0,AZ,Maricopa,SUN CITY WEST,2019-05-01,2019,5,0.8048387,11
035110,288.0,Sunwest Choice,2018-06-01,Arizona,Bandera Phoenix West,Trident,2018.0,6.0,1.0,AZ,Maricopa,SUN CITY WEST,2019-06-01,2019,6,0.835,12
035110,288.0,Sunwest Choice,2018-06-01,Arizona,Bandera Phoenix West,Trident,2018.0,6.0,1.0,AZ,Maricopa,SUN CITY WEST,2019-07-01,2019,7,0.8124424,13
